Tipo de Unidade,Unidade,Categoria,racacor,Total
A - Ensino e Pesquisa,FO,Pós-Doutorando,Pard,1
A - Ensino e Pesquisa,FO,Pós-Doutorando,Pret,0
A - Ensino e Pesquisa,FO,Pós-Doutorando,N/I,15
A - Ensino e Pesquisa,FOB,Graduação,Amar,24
A - Ensino e Pesquisa,FOB,Graduação,Bran,474
A - Ensino e Pesquisa,FOB,Graduação,Indig,0
A - Ensino e Pesquisa,FOB,Graduação,Pard,112
A - Ensino e Pesquisa,FOB,Graduação,Pret,30
A - Ensino e Pesquisa,FOB,Graduação,N/I,18
A - Ensino e Pesquisa,FOB,Pós-Graduação,Amar,8
A - Ensino e Pesquisa,FOB,Pós-Graduação,Bran,274
A - Ensino e Pesquisa,FOB,Pós-Graduação,Indig,2
A - Ensino e Pesquisa,FOB,Pós-Graduação,Pard,44
A - Ensino e Pesquisa,FOB,Pós-Graduação,Pret,17
A - Ensino e Pesquisa,FOB,Pós-Graduação,N/I,65
A - Ensino e Pesquisa,FOB,Pós-Doutorando,Amar,0
A - Ensino e Pesquisa,FOB,Pós-Doutorando,Bran,23
A - Ensino e Pesquisa,FOB,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,FOB,Pós-Doutorando,Pard,1
A - Ensino e Pesquisa,FOB,Pós-Doutorando,Pret,0
A - Ensino e Pesquisa,FOB,Pós-Doutorando,N/I,25
A - Ensino e Pesquisa,FORP,Graduação,Amar,10
A - Ensino e Pesquisa,FORP,Graduação,Bran,308
A - Ensino e Pesquisa,FORP,Graduação,Indig,1
A - Ensino e Pesquisa,FORP,Graduação,Pard,72
A - Ensino e Pesquisa,FORP,Graduação,Pret,17
A - Ensino e Pesquisa,FORP,Graduação,N/I,22
A - Ensino e Pesquisa,FORP,Pós-Graduação,Amar,4
A - Ensino e Pesquisa,FORP,Pós-Graduação,Bran,141
A - Ensino e Pesquisa,FORP,Pós-Graduação,Indig,0
A - Ensino e Pesquisa,FORP,Pós-Graduação,Pard,30
A - Ensino e Pesquisa,FORP,Pós-Graduação,Pret,1
A - Ensino e Pesquisa,FORP,Pós-Graduação,N/I,168
A - Ensino e Pesquisa,FORP,Pós-Doutorando,Amar,0
A - Ensino e Pesquisa,FORP,Pós-Doutorando,Bran,13
A - Ensino e Pesquisa,FORP,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,FORP,Pós-Doutorando,Pard,2
A - Ensino e Pesquisa,FORP,Pós-Doutorando,Pret,0
A - Ensino e Pesquisa,FORP,Pós-Doutorando,N/I,12
A - Ensino e Pesquisa,FSP,Graduação,Amar,32
A - Ensino e Pesquisa,FSP,Graduação,Bran,379
A - Ensino e Pesquisa,FSP,Graduação,Indig,1
A - Ensino e Pesquisa,FSP,Graduação,Pard,100
A - Ensino e Pesquisa,FSP,Graduação,Pret,37
A - Ensino e Pesquisa,FSP,Graduação,N/I,47
A - Ensino e Pesquisa,FSP,Pós-Graduação,Amar,10
A - Ensino e Pesquisa,FSP,Pós-Graduação,Bran,327
A - Ensino e Pesquisa,FSP,Pós-Graduação,Indig,5
A - Ensino e Pesquisa,FSP,Pós-Graduação,Pard,102
A - Ensino e Pesquisa,FSP,Pós-Graduação,Pret,45
A - Ensino e Pesquisa,FSP,Pós-Graduação,N/I,245
A - Ensino e Pesquisa,FSP,Pós-Doutorando,Amar,0
A - Ensino e Pesquisa,FSP,Pós-Doutorando,Bran,20
A - Ensino e Pesquisa,FSP,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,FSP,Pós-Doutorando,Pard,0
A - Ensino e Pesquisa,FSP,Pós-Doutorando,Pret,0
A - Ensino e Pesquisa,FSP,Pós-Doutorando,N/I,62
A - Ensino e Pesquisa,FZEA,Graduação,Amar,61
A - Ensino e Pesquisa,FZEA,Graduação,Bran,1057
A - Ensino e Pesquisa,FZEA,Graduação,Indig,1
A - Ensino e Pesquisa,FZEA,Graduação,Pard,167
A - Ensino e Pesquisa,FZEA,Graduação,Pret,51
A - Ensino e Pesquisa,FZEA,Graduação,N/I,116
A - Ensino e Pesquisa,FZEA,Pós-Graduação,Amar,7
A - Ensino e Pesquisa,FZEA,Pós-Graduação,Bran,180
A - Ensino e Pesquisa,FZEA,Pós-Graduação,Indig,0
A - Ensino e Pesquisa,FZEA,Pós-Graduação,Pard,18
A - Ensino e Pesquisa,FZEA,Pós-Graduação,Pret,9
A - Ensino e Pesquisa,FZEA,Pós-Graduação,N/I,199
A - Ensino e Pesquisa,FZEA,Pós-Doutorando,Amar,0
A - Ensino e Pesquisa,FZEA,Pós-Doutorando,Bran,37
A - Ensino e Pesquisa,FZEA,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,FZEA,Pós-Doutorando,Pard,2
A - Ensino e Pesquisa,FZEA,Pós-Doutorando,Pret,0
A - Ensino e Pesquisa,FZEA,Pós-Doutorando,N/I,27
A - Ensino e Pesquisa,IAG,Graduação,Amar,14
A - Ensino e Pesquisa,IAG,Graduação,Bran,213
A - Ensino e Pesquisa,IAG,Graduação,Indig,1
A - Ensino e Pesquisa,IAG,Graduação,Pard,65
A - Ensino e Pesquisa,IAG,Graduação,Pret,23
A - Ensino e Pesquisa,IAG,Graduação,N/I,14
A - Ensino e Pesquisa,IAG,Pós-Graduação,Amar,3
A - Ensino e Pesquisa,IAG,Pós-Graduação,Bran,106
A - Ensino e Pesquisa,IAG,Pós-Graduação,Indig,0
A - Ensino e Pesquisa,IAG,Pós-Graduação,Pard,19
A - Ensino e Pesquisa,IAG,Pós-Graduação,Pret,4
A - Ensino e Pesquisa,IAG,Pós-Graduação,N/I,153
A - Ensino e Pesquisa,IAG,Pós-Doutorando,Amar,1
A - Ensino e Pesquisa,IAG,Pós-Doutorando,Bran,14
A - Ensino e Pesquisa,IAG,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,IAG,Pós-Doutorando,Pard,3
A - Ensino e Pesquisa,IAG,Pós-Doutorando,Pret,0
A - Ensino e Pesquisa,IAG,Pós-Doutorando,N/I,45
A - Ensino e Pesquisa,IAU,Graduação,Amar,14
A - Ensino e Pesquisa,IAU,Graduação,Bran,186
A - Ensino e Pesquisa,IAU,Graduação,Indig,0
A - Ensino e Pesquisa,IAU,Graduação,Pard,48
A - Ensino e Pesquisa,IAU,Graduação,Pret,9
A - Ensino e Pesquisa,IAU,Graduação,N/I,32
A - Ensino e Pesquisa,IAU,Pós-Graduação,Amar,2
A - Ensino e Pesquisa,IAU,Pós-Graduação,Bran,106
A - Ensino e Pesquisa,IAU,Pós-Graduação,Indig,0
A - Ensino e Pesquisa,IAU,Pós-Graduação,Pard,8
A - Ensino e Pesquisa,IAU,Pós-Graduação,Pret,0
A - Ensino e Pesquisa,IAU,Pós-Graduação,N/I,168
A - Ensino e Pesquisa,IAU,Pós-Doutorando,Amar,0
A - Ensino e Pesquisa,IAU,Pós-Doutorando,Bran,12
A - Ensino e Pesquisa,IAU,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,IAU,Pós-Doutorando,Pard,1
A - Ensino e Pesquisa,IAU,Pós-Doutorando,Pret,0
A - Ensino e Pesquisa,IAU,Pós-Doutorando,N/I,4
A - Ensino e Pesquisa,IB,Graduação,Amar,47
A - Ensino e Pesquisa,IB,Graduação,Bran,504
A - Ensino e Pesquisa,IB,Graduação,Indig,0
A - Ensino e Pesquisa,IB,Graduação,Pard,119
A - Ensino e Pesquisa,IB,Graduação,Pret,41
A - Ensino e Pesquisa,IB,Graduação,N/I,56
A - Ensino e Pesquisa,IB,Pós-Graduação,Amar,7
A - Ensino e Pesquisa,IB,Pós-Graduação,Bran,139
A - Ensino e Pesquisa,IB,Pós-Graduação,Indig,0
A - Ensino e Pesquisa,IB,Pós-Graduação,Pard,18
A - Ensino e Pesquisa,IB,Pós-Graduação,Pret,8
A - Ensino e Pesquisa,IB,Pós-Graduação,N/I,383
A - Ensino e Pesquisa,IB,Pós-Doutorando,Amar,2
A - Ensino e Pesquisa,IB,Pós-Doutorando,Bran,15
A - Ensino e Pesquisa,IB,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,IB,Pós-Doutorando,Pard,3
A - Ensino e Pesquisa,IB,Pós-Doutorando,Pret,0
A - Ensino e Pesquisa,IB,Pós-Doutorando,N/I,73
A - Ensino e Pesquisa,ICB,Graduação,Amar,28
A - Ensino e Pesquisa,ICB,Graduação,Bran,135
A - Ensino e Pesquisa,ICB,Graduação,Indig,0
A - Ensino e Pesquisa,ICB,Graduação,Pard,33
A - Ensino e Pesquisa,ICB,Graduação,Pret,5
A - Ensino e Pesquisa,ICB,Graduação,N/I,13
A - Ensino e Pesquisa,ICB,Pós-Graduação,Amar,20
A - Ensino e Pesquisa,ICB,Pós-Graduação,Bran,300
A - Ensino e Pesquisa,ICB,Pós-Graduação,Indig,1
A - Ensino e Pesquisa,ICB,Pós-Graduação,Pard,73
A - Ensino e Pesquisa,ICB,Pós-Graduação,Pret,24
A - Ensino e Pesquisa,ICB,Pós-Graduação,N/I,227
A - Ensino e Pesquisa,ICB,Pós-Doutorando,Amar,2
A - Ensino e Pesquisa,ICB,Pós-Doutorando,Bran,37
A - Ensino e Pesquisa,ICB,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,ICB,Pós-Doutorando,Pard,4
A - Ensino e Pesquisa,ICB,Pós-Doutorando,Pret,1
A - Ensino e Pesquisa,ICB,Pós-Doutorando,N/I,118
A - Ensino e Pesquisa,ICMC,Graduação,Amar,71
A - Ensino e Pesquisa,ICMC,Graduação,Bran,882
A - Ensino e Pesquisa,ICMC,Graduação,Indig,0
A - Ensino e Pesquisa,ICMC,Graduação,Pard,230
A - Ensino e Pesquisa,ICMC,Graduação,Pret,47
A - Ensino e Pesquisa,ICMC,Graduação,N/I,65
A - Ensino e Pesquisa,ICMC,Pós-Graduação,Amar,22
A - Ensino e Pesquisa,ICMC,Pós-Graduação,Bran,517
A - Ensino e Pesquisa,ICMC,Pós-Graduação,Indig,3
A - Ensino e Pesquisa,ICMC,Pós-Graduação,Pard,143
A - Ensino e Pesquisa,ICMC,Pós-Graduação,Pret,31
A - Ensino e Pesquisa,ICMC,Pós-Graduação,N/I,65
A - Ensino e Pesquisa,ICMC,Pós-Doutorando,Amar,1
A - Ensino e Pesquisa,ICMC,Pós-Doutorando,Bran,38
A - Ensino e Pesquisa,ICMC,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,ICMC,Pós-Doutorando,Pard,1
A - Ensino e Pesquisa,ICMC,Pós-Doutorando,Pret,1
A - Ensino e Pesquisa,ICMC,Pós-Doutorando,N/I,68
A - Ensino e Pesquisa,IF,Graduação,Amar,43
A - Ensino e Pesquisa,IF,Graduação,Bran,779
A - Ensino e Pesquisa,IF,Graduação,Indig,3
A - Ensino e Pesquisa,IF,Graduação,Pard,239
A - Ensino e Pesquisa,IF,Graduação,Pret,72
A - Ensino e Pesquisa,IF,Graduação,N/I,198
A - Ensino e Pesquisa,IF,Pós-Graduação,Amar,7
A - Ensino e Pesquisa,IF,Pós-Graduação,Bran,162
A - Ensino e Pesquisa,IF,Pós-Graduação,Indig,0
A - Ensino e Pesquisa,IF,Pós-Graduação,Pard,34
A - Ensino e Pesquisa,IF,Pós-Graduação,Pret,6
A - Ensino e Pesquisa,IF,Pós-Graduação,N/I,185
A - Ensino e Pesquisa,IF,Pós-Doutorando,Amar,2
A - Ensino e Pesquisa,IF,Pós-Doutorando,Bran,33
A - Ensino e Pesquisa,IF,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,IF,Pós-Doutorando,Pard,8
A - Ensino e Pesquisa,IF,Pós-Doutorando,Pret,1
A - Ensino e Pesquisa,IF,Pós-Doutorando,N/I,40
A - Ensino e Pesquisa,IFSC,Graduação,Amar,15
A - Ensino e Pesquisa,IFSC,Graduação,Bran,351
A - Ensino e Pesquisa,IFSC,Graduação,Indig,0
A - Ensino e Pesquisa,IFSC,Graduação,Pard,88
A - Ensino e Pesquisa,IFSC,Graduação,Pret,19
A - Ensino e Pesquisa,IFSC,Graduação,N/I,2
A - Ensino e Pesquisa,IFSC,Pós-Graduação,Amar,13
A - Ensino e Pesquisa,IFSC,Pós-Graduação,Bran,201
A - Ensino e Pesquisa,IFSC,Pós-Graduação,Indig,4
A - Ensino e Pesquisa,IFSC,Pós-Graduação,Pard,50
A - Ensino e Pesquisa,IFSC,Pós-Graduação,Pret,7
A - Ensino e Pesquisa,IFSC,Pós-Graduação,N/I,52
A - Ensino e Pesquisa,IFSC,Pós-Doutorando,Amar,0
A - Ensino e Pesquisa,IFSC,Pós-Doutorando,Bran,24
A - Ensino e Pesquisa,IFSC,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,IFSC,Pós-Doutorando,Pard,2
A - Ensino e Pesquisa,IFSC,Pós-Doutorando,Pret,0
A - Ensino e Pesquisa,IFSC,Pós-Doutorando,N/I,90
A - Ensino e Pesquisa,IGc,Graduação,Amar,22
A - Ensino e Pesquisa,IGc,Graduação,Bran,248
A - Ensino e Pesquisa,IGc,Graduação,Indig,3
A - Ensino e Pesquisa,IGc,Graduação,Pard,82
A - Ensino e Pesquisa,IGc,Graduação,Pret,26
A - Ensino e Pesquisa,IGc,Graduação,N/I,113
A - Ensino e Pesquisa,IGc,Pós-Graduação,Amar,4
A - Ensino e Pesquisa,IGc,Pós-Graduação,Bran,98
A - Ensino e Pesquisa,IGc,Pós-Graduação,Indig,0
A - Ensino e Pesquisa,IGc,Pós-Graduação,Pard,27
A - Ensino e Pesquisa,IGc,Pós-Graduação,Pret,9
A - Ensino e Pesquisa,IGc,Pós-Graduação,N/I,128
A - Ensino e Pesquisa,IGc,Pós-Doutorando,Amar,1
A - Ensino e Pesquisa,IGc,Pós-Doutorando,Bran,12
A - Ensino e Pesquisa,IGc,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,IGc,Pós-Doutorando,Pard,0
A - Ensino e Pesquisa,IGc,Pós-Doutorando,Pret,0
A - Ensino e Pesquisa,IGc,Pós-Doutorando,N/I,24
A - Ensino e Pesquisa,IME,Graduação,Amar,142
A - Ensino e Pesquisa,IME,Graduação,Bran,1045
A - Ensino e Pesquisa,IME,Graduação,Indig,2
A - Ensino e Pesquisa,IME,Graduação,Pard,329
A - Ensino e Pesquisa,IME,Graduação,Pret,82
A - Ensino e Pesquisa,IME,Graduação,N/I,58
A - Ensino e Pesquisa,IME,Pós-Graduação,Amar,33
A - Ensino e Pesquisa,IME,Pós-Graduação,Bran,291
A - Ensino e Pesquisa,IME,Pós-Graduação,Indig,0
A - Ensino e Pesquisa,IME,Pós-Graduação,Pard,74
A - Ensino e Pesquisa,IME,Pós-Graduação,Pret,13
A - Ensino e Pesquisa,IME,Pós-Graduação,N/I,511
A - Ensino e Pesquisa,IME,Pós-Doutorando,Amar,4
A - Ensino e Pesquisa,IME,Pós-Doutorando,Bran,22
A - Ensino e Pesquisa,IME,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,IME,Pós-Doutorando,Pard,3
A - Ensino e Pesquisa,IME,Pós-Doutorando,Pret,1
A - Ensino e Pesquisa,IME,Pós-Doutorando,N/I,59
A - Ensino e Pesquisa,IO,Graduação,Amar,13
A - Ensino e Pesquisa,IO,Graduação,Bran,142
A - Ensino e Pesquisa,IO,Graduação,Indig,1
A - Ensino e Pesquisa,IO,Graduação,Pard,45
A - Ensino e Pesquisa,IO,Graduação,Pret,9
A - Ensino e Pesquisa,IO,Graduação,N/I,8
A - Ensino e Pesquisa,IO,Pós-Graduação,Amar,2
A - Ensino e Pesquisa,IO,Pós-Graduação,Bran,105
A - Ensino e Pesquisa,IO,Pós-Graduação,Indig,0
A - Ensino e Pesquisa,IO,Pós-Graduação,Pard,17
A - Ensino e Pesquisa,IO,Pós-Graduação,Pret,12
A - Ensino e Pesquisa,IO,Pós-Graduação,N/I,71
A - Ensino e Pesquisa,IO,Pós-Doutorando,Amar,5
A - Ensino e Pesquisa,IO,Pós-Doutorando,Bran,29
A - Ensino e Pesquisa,IO,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,IO,Pós-Doutorando,Pard,0
A - Ensino e Pesquisa,IO,Pós-Doutorando,Pret,1
A - Ensino e Pesquisa,IO,Pós-Doutorando,N/I,18
A - Ensino e Pesquisa,IP,Graduação,Amar,37
A - Ensino e Pesquisa,IP,Graduação,Bran,299
A - Ensino e Pesquisa,IP,Graduação,Indig,0
A - Ensino e Pesquisa,IP,Graduação,Pard,79
A - Ensino e Pesquisa,IP,Graduação,Pret,26
A - Ensino e Pesquisa,IP,Graduação,N/I,13
A - Ensino e Pesquisa,IP,Pós-Graduação,Amar,17
A - Ensino e Pesquisa,IP,Pós-Graduação,Bran,359
A - Ensino e Pesquisa,IP,Pós-Graduação,Indig,1
A - Ensino e Pesquisa,IP,Pós-Graduação,Pard,55
A - Ensino e Pesquisa,IP,Pós-Graduação,Pret,22
A - Ensino e Pesquisa,IP,Pós-Graduação,N/I,671
A - Ensino e Pesquisa,IP,Pós-Doutorando,Amar,1
A - Ensino e Pesquisa,IP,Pós-Doutorando,Bran,30
A - Ensino e Pesquisa,IP,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,IP,Pós-Doutorando,Pard,1
A - Ensino e Pesquisa,IP,Pós-Doutorando,Pret,2
A - Ensino e Pesquisa,IP,Pós-Doutorando,N/I,42
A - Ensino e Pesquisa,IQ,Graduação,Amar,60
A - Ensino e Pesquisa,IQ,Graduação,Bran,537
A - Ensino e Pesquisa,IQ,Graduação,Indig,2
A - Ensino e Pesquisa,IQ,Graduação,Pard,141
A - Ensino e Pesquisa,IQ,Graduação,Pret,33
A - Ensino e Pesquisa,IQ,Graduação,N/I,44
A - Ensino e Pesquisa,IQ,Pós-Graduação,Amar,11
A - Ensino e Pesquisa,IQ,Pós-Graduação,Bran,180
A - Ensino e Pesquisa,IQ,Pós-Graduação,Indig,0
A - Ensino e Pesquisa,IQ,Pós-Graduação,Pard,29
A - Ensino e Pesquisa,IQ,Pós-Graduação,Pret,10
A - Ensino e Pesquisa,IQ,Pós-Graduação,N/I,266
A - Ensino e Pesquisa,IQ,Pós-Doutorando,Amar,4
A - Ensino e Pesquisa,IQ,Pós-Doutorando,Bran,14
A - Ensino e Pesquisa,IQ,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,IQ,Pós-Doutorando,Pard,2
A - Ensino e Pesquisa,IQ,Pós-Doutorando,Pret,0
A - Ensino e Pesquisa,IQ,Pós-Doutorando,N/I,110
A - Ensino e Pesquisa,IQSC,Graduação,Amar,11
A - Ensino e Pesquisa,IQSC,Graduação,Bran,225
A - Ensino e Pesquisa,IQSC,Graduação,Indig,0
A - Ensino e Pesquisa,IQSC,Graduação,Pard,44
A - Ensino e Pesquisa,IQSC,Graduação,Pret,11
A - Ensino e Pesquisa,IQSC,Graduação,N/I,16
A - Ensino e Pesquisa,IQSC,Pós-Graduação,Amar,9
A - Ensino e Pesquisa,IQSC,Pós-Graduação,Bran,178
A - Ensino e Pesquisa,IQSC,Pós-Graduação,Indig,1
A - Ensino e Pesquisa,IQSC,Pós-Graduação,Pard,51
A - Ensino e Pesquisa,IQSC,Pós-Graduação,Pret,19
A - Ensino e Pesquisa,IQSC,Pós-Graduação,N/I,85
A - Ensino e Pesquisa,IQSC,Pós-Doutorando,Amar,0
A - Ensino e Pesquisa,IQSC,Pós-Doutorando,Bran,18
A - Ensino e Pesquisa,IQSC,Pós-Doutorando,Indig,1
A - Ensino e Pesquisa,IQSC,Pós-Doutorando,Pard,1
A - Ensino e Pesquisa,IQSC,Pós-Doutorando,Pret,0
A - Ensino e Pesquisa,IQSC,Pós-Doutorando,N/I,65
A - Ensino e Pesquisa,IRI,Graduação,Amar,8
A - Ensino e Pesquisa,IRI,Graduação,Bran,193
A - Ensino e Pesquisa,IRI,Graduação,Indig,1
A - Ensino e Pesquisa,IRI,Graduação,Pard,59
A - Ensino e Pesquisa,IRI,Graduação,Pret,14
A - Ensino e Pesquisa,IRI,Graduação,N/I,33
A - Ensino e Pesquisa,IRI,Pós-Graduação,Amar,1
A - Ensino e Pesquisa,IRI,Pós-Graduação,Bran,23
A - Ensino e Pesquisa,IRI,Pós-Graduação,Indig,1
A - Ensino e Pesquisa,IRI,Pós-Graduação,Pard,4
A - Ensino e Pesquisa,IRI,Pós-Graduação,Pret,1
A - Ensino e Pesquisa,IRI,Pós-Graduação,N/I,111
A - Ensino e Pesquisa,IRI,Pós-Doutorando,Amar,0
A - Ensino e Pesquisa,IRI,Pós-Doutorando,Bran,2
A - Ensino e Pesquisa,IRI,Pós-Doutorando,Indig,0
A - Ensino e Pesquisa,IRI,Pós-Doutorando,Pard,0
A - Ensino e Pesquisa,IRI,Pós-Doutorando,Pret,0
A - Ensino e Pesquisa,IRI,Pós-Doutorando,N/I,5
B - Centros e Institutos Especializados,CEBIMar,Graduação,Amar,0
B - Centros e Institutos Especializados,CEBIMar,Graduação,Bran,0
B - Centros e Institutos Especializados,CEBIMar,Graduação,Indig,0
B - Centros e Institutos Especializados,CEBIMar,Graduação,Pard,0
B - Centros e Institutos Especializados,CEBIMar,Graduação,Pret,0
B - Centros e Institutos Especializados,CEBIMar,Graduação,N/I,0
B - Centros e Institutos Especializados,CEBIMar,Pós-Graduação,Amar,0
B - Centros e Institutos Especializados,CEBIMar,Pós-Graduação,Bran,0
B - Centros e Institutos Especializados,CEBIMar,Pós-Graduação,Indig,0
B - Centros e Institutos Especializados,CEBIMar,Pós-Graduação,Pard,0
B - Centros e Institutos Especializados,CEBIMar,Pós-Graduação,Pret,0
B - Centros e Institutos Especializados,CEBIMar,Pós-Graduação,N/I,0
B - Centros e Institutos Especializados,CEBIMar,Pós-Doutorando,Amar,0
B - Centros e Institutos Especializados,CEBIMar,Pós-Doutorando,Bran,3
B - Centros e Institutos Especializados,CEBIMar,Pós-Doutorando,Indig,0
B - Centros e Institutos Especializados,CEBIMar,Pós-Doutorando,Pard,0
B - Centros e Institutos Especializados,CEBIMar,Pós-Doutorando,Pret,0
B - Centros e Institutos Especializados,CEBIMar,Pós-Doutorando,N/I,6
B - Centros e Institutos Especializados,CENA,Graduação,Amar,0
B - Centros e Institutos Especializados,CENA,Graduação,Bran,0
B - Centros e Institutos Especializados,CENA,Graduação,Indig,0
B - Centros e Institutos Especializados,CENA,Graduação,Pard,0
B - Centros e Institutos Especializados,CENA,Graduação,Pret,0
B - Centros e Institutos Especializados,CENA,Graduação,N/I,0
B - Centros e Institutos Especializados,CENA,Pós-Graduação,Amar,2
B - Centros e Institutos Especializados,CENA,Pós-Graduação,Bran,33
B - Centros e Institutos Especializados,CENA,Pós-Graduação,Indig,0
B - Centros e Institutos Especializados,CENA,Pós-Graduação,Pard,7
B - Centros e Institutos Especializados,CENA,Pós-Graduação,Pret,2
B - Centros e Institutos Especializados,CENA,Pós-Graduação,N/I,103
B - Centros e Institutos Especializados,CENA,Pós-Doutorando,Amar,0
B - Centros e Institutos Especializados,CENA,Pós-Doutorando,Bran,11
B - Centros e Institutos Especializados,CENA,Pós-Doutorando,Indig,0
B - Centros e Institutos Especializados,CENA,Pós-Doutorando,Pard,2
B - Centros e Institutos Especializados,CENA,Pós-Doutorando,Pret,0
B - Centros e Institutos Especializados,CENA,Pós-Doutorando,N/I,31
B - Centros e Institutos Especializados,IEA,Graduação,Amar,0
B - Centros e Institutos Especializados,IEA,Graduação,Bran,0
B - Centros e Institutos Especializados,IEA,Graduação,Indig,0
B - Centros e Institutos Especializados,IEA,Graduação,Pard,0
B - Centros e Institutos Especializados,IEA,Graduação,Pret,0
B - Centros e Institutos Especializados,IEA,Graduação,N/I,0
B - Centros e Institutos Especializados,IEA,Pós-Graduação,Amar,0
B - Centros e Institutos Especializados,IEA,Pós-Graduação,Bran,0
B - Centros e Institutos Especializados,IEA,Pós-Graduação,Indig,0
B - Centros e Institutos Especializados,IEA,Pós-Graduação,Pard,0
B - Centros e Institutos Especializados,IEA,Pós-Graduação,Pret,0
B - Centros e Institutos Especializados,IEA,Pós-Graduação,N/I,0
B - Centros e Institutos Especializados,IEA,Pós-Doutorando,Amar,1
B - Centros e Institutos Especializados,IEA,Pós-Doutorando,Bran,30
B - Centros e Institutos Especializados,IEA,Pós-Doutorando,Indig,0
B - Centros e Institutos Especializados,IEA,Pós-Doutorando,Pard,2
B - Centros e Institutos Especializados,IEA,Pós-Doutorando,Pret,0
B - Centros e Institutos Especializados,IEA,Pós-Doutorando,N/I,89
B - Centros e Institutos Especializados,IEB,Graduação,Amar,0
B - Centros e Institutos Especializados,IEB,Graduação,Bran,0
B - Centros e Institutos Especializados,IEB,Graduação,Indig,0
B - Centros e Institutos Especializados,IEB,Graduação,Pard,0
B - Centros e Institutos Especializados,IEB,Graduação,Pret,0
B - Centros e Institutos Especializados,IEB,Graduação,N/I,0
B - Centros e Institutos Especializados,IEB,Pós-Graduação,Amar,0
B - Centros e Institutos Especializados,IEB,Pós-Graduação,Bran,43
B - Centros e Institutos Especializados,IEB,Pós-Graduação,Indig,0
B - Centros e Institutos Especializados,IEB,Pós-Graduação,Pard,8
B - Centros e Institutos Especializados,IEB,Pós-Graduação,Pret,6
B - Centros e Institutos Especializados,IEB,Pós-Graduação,N/I,37
B - Centros e Institutos Especializados,IEB,Pós-Doutorando,Amar,0
B - Centros e Institutos Especializados,IEB,Pós-Doutorando,Bran,9
B - Centros e Institutos Especializados,IEB,Pós-Doutorando,Indig,0
B - Centros e Institutos Especializados,IEB,Pós-Doutorando,Pard,1
B - Centros e Institutos Especializados,IEB,Pós-Doutorando,Pret,0
B - Centros e Institutos Especializados,IEB,Pós-Doutorando,N/I,11
B - Centros e Institutos Especializados,IEE,Graduação,Amar,0
B - Centros e Institutos Especializados,IEE,Graduação,Bran,0
B - Centros e Institutos Especializados,IEE,Graduação,Indig,0
B - Centros e Institutos Especializados,IEE,Graduação,Pard,0
B - Centros e Institutos Especializados,IEE,Graduação,Pret,0
B - Centros e Institutos Especializados,IEE,Graduação,N/I,0
B - Centros e Institutos Especializados,IEE,Pós-Graduação,Amar,9
B - Centros e Institutos Especializados,IEE,Pós-Graduação,Bran,67
B - Centros e Institutos Especializados,IEE,Pós-Graduação,Indig,3
B - Centros e Institutos Especializados,IEE,Pós-Graduação,Pard,8
B - Centros e Institutos Especializados,IEE,Pós-Graduação,Pret,2
B - Centros e Institutos Especializados,IEE,Pós-Graduação,N/I,240
B - Centros e Institutos Especializados,IEE,Pós-Doutorando,Amar,0
B - Centros e Institutos Especializados,IEE,Pós-Doutorando,Bran,9
B - Centros e Institutos Especializados,IEE,Pós-Doutorando,Indig,0
B - Centros e Institutos Especializados,IEE,Pós-Doutorando,Pard,0
B - Centros e Institutos Especializados,IEE,Pós-Doutorando,Pret,0
B - Centros e Institutos Especializados,IEE,Pós-Doutorando,N/I,21
C - Hospitais e Serviços Anexos,HRAC,Graduação,Amar,0
C - Hospitais e Serviços Anexos,HRAC,Graduação,Bran,0
C - Hospitais e Serviços Anexos,HRAC,Graduação,Indig,0
C - Hospitais e Serviços Anexos,HRAC,Graduação,Pard,0
C - Hospitais e Serviços Anexos,HRAC,Graduação,Pret,0
C - Hospitais e Serviços Anexos,HRAC,Graduação,N/I,0
C - Hospitais e Serviços Anexos,HRAC,Pós-Graduação,Amar,1
C - Hospitais e Serviços Anexos,HRAC,Pós-Graduação,Bran,59
C - Hospitais e Serviços Anexos,HRAC,Pós-Graduação,Indig,0
C - Hospitais e Serviços Anexos,HRAC,Pós-Graduação,Pard,8
C - Hospitais e Serviços Anexos,HRAC,Pós-Graduação,Pret,3
C - Hospitais e Serviços Anexos,HRAC,Pós-Graduação,N/I,293
C - Hospitais e Serviços Anexos,HRAC,Pós-Doutorando,Amar,0
C - Hospitais e Serviços Anexos,HRAC,Pós-Doutorando,Bran,3
